    #index           Reference          Calculated         Polynomials          Dispersion    Electrostatics (Permanent + Induced)    
       271      3.24279661e+00      3.27155961e+00      3.27155961e+00     -0.00000000e+00                          0.00000000e+00    
       272      1.56981902e+00      1.58642517e+00      1.58642517e+00     -0.00000000e+00                          0.00000000e+00    
       273      5.48972437e+00      5.50585523e+00      5.50585523e+00     -0.00000000e+00                          0.00000000e+00    
       274      5.32397044e+00      5.42675913e+00      5.42675913e+00     -0.00000000e+00                          0.00000000e+00    
       275      4.40270207e+00      4.39063134e+00      4.39063134e+00     -0.00000000e+00                          0.00000000e+00    
       276      4.90121724e+00      4.89097452e+00      4.89097452e+00     -0.00000000e+00                          0.00000000e+00    
       277      6.71336508e+00      6.73391314e+00      6.73391314e+00     -0.00000000e+00                          0.00000000e+00    
       278      2.38427549e+00      2.41450939e+00      2.41450939e+00     -0.00000000e+00                          0.00000000e+00    
       279      3.30399278e+00      3.33673350e+00      3.33673350e+00     -0.00000000e+00                          0.00000000e+00    
       280      3.28483887e+00      3.23130655e+00      3.23130655e+00     -0.00000000e+00                          0.00000000e+00    
       281      4.51789668e+00      4.52305041e+00      4.52305041e+00     -0.00000000e+00                          0.00000000e+00    
       282      6.65342331e+00      6.55152371e+00      6.55152371e+00     -0.00000000e+00                          0.00000000e+00    
       283      4.52723415e+00      4.53969065e+00      4.53969065e+00     -0.00000000e+00                          0.00000000e+00    
       284      6.40296495e+00      6.36379384e+00      6.36379384e+00     -0.00000000e+00                          0.00000000e+00    
       285      5.44831841e+00      5.45642877e+00      5.45642877e+00     -0.00000000e+00                          0.00000000e+00    
       286      5.43916725e+00      5.37582070e+00      5.37582070e+00     -0.00000000e+00                          0.00000000e+00    
       287      3.09404060e+00      3.06586098e+00      3.06586098e+00     -0.00000000e+00                          0.00000000e+00    
       288      2.38516128e+00      2.40233585e+00      2.40233585e+00     -0.00000000e+00                          0.00000000e+00    
       289      1.13376331e+00      1.11398066e+00      1.11398066e+00     -0.00000000e+00                          0.00000000e+00    
       290      6.30083138e+00      6.24804504e+00      6.24804504e+00     -0.00000000e+00                          0.00000000e+00    
       291      5.84201220e+00      5.91006447e+00      5.91006447e+00     -0.00000000e+00                          0.00000000e+00    
       292      4.44991312e+00      4.46027629e+00      4.46027629e+00     -0.00000000e+00                          0.00000000e+00    
       293      4.24297053e+00      4.19756637e+00      4.19756637e+00     -0.00000000e+00                          0.00000000e+00    
       294      5.77359472e+00      5.74685056e+00      5.74685056e+00     -0.00000000e+00                          0.00000000e+00    
       295      3.37047804e+00      3.37210683e+00      3.37210683e+00     -0.00000000e+00                          0.00000000e+00    
       296      4.46199807e+00      4.44574439e+00      4.44574439e+00     -0.00000000e+00                          0.00000000e+00    
       297      6.71211540e+00      6.92067974e+00      6.92067974e+00     -0.00000000e+00                          0.00000000e+00    
       298      3.26886310e+00      3.29907164e+00      3.29907164e+00     -0.00000000e+00                          0.00000000e+00    
       299      2.60844540e+00      2.63433730e+00      2.63433730e+00     -0.00000000e+00                          0.00000000e+00    
       300      3.73214463e+00      3.74099485e+00      3.74099485e+00     -0.00000000e+00                          0.00000000e+00    
       301      3.30202284e+00      3.28300357e+00      3.28300357e+00     -0.00000000e+00                          0.00000000e+00    
       302      3.11306342e+00      3.08865011e+00      3.08865011e+00     -0.00000000e+00                          0.00000000e+00    
       303      4.95799411e+00      5.00426962e+00      5.00426962e+00     -0.00000000e+00                          0.00000000e+00    
       304      4.41984989e+00      4.41017899e+00      4.41017899e+00     -0.00000000e+00                          0.00000000e+00    
       305      3.83031616e+00      3.84958698e+00      3.84958698e+00     -0.00000000e+00                          0.00000000e+00    
       306      3.80553255e+00      3.82111150e+00      3.82111150e+00     -0.00000000e+00                          0.00000000e+00    
       307      5.07689084e+00      5.13281860e+00      5.13281860e+00     -0.00000000e+00                          0.00000000e+00    
       308      2.75383878e+00      2.76197612e+00      2.76197612e+00     -0.00000000e+00                          0.00000000e+00    
       309      5.85095748e+00      5.75796040e+00      5.75796040e+00     -0.00000000e+00                          0.00000000e+00    
       310      8.34631159e+00      8.38632847e+00      8.38632847e+00     -0.00000000e+00                          0.00000000e+00    
       311      3.81890352e+00      3.81203259e+00      3.81203259e+00     -0.00000000e+00                          0.00000000e+00    
       312      3.63247027e+00      3.65180369e+00      3.65180369e+00     -0.00000000e+00                          0.00000000e+00    
       313      2.27581618e+00      2.26871434e+00      2.26871434e+00     -0.00000000e+00                          0.00000000e+00    
       314      3.92598463e+00      3.92714199e+00      3.92714199e+00     -0.00000000e+00                          0.00000000e+00    
       315      4.90404662e+00      4.90363554e+00      4.90363554e+00     -0.00000000e+00                          0.00000000e+00    
       316      4.81016129e+00      4.78300435e+00      4.78300435e+00     -0.00000000e+00                          0.00000000e+00    
       317      5.95525972e+00      6.02594346e+00      6.02594346e+00     -0.00000000e+00                          0.00000000e+00    
       318      5.21252237e+00      5.24559806e+00      5.24559806e+00     -0.00000000e+00                          0.00000000e+00    
       319      7.66120277e+00      7.59798258e+00      7.59798258e+00     -0.00000000e+00                          0.00000000e+00    
       320      3.97045271e+00      3.91081641e+00      3.91081641e+00     -0.00000000e+00                          0.00000000e+00    
       321      1.75533309e+00      1.75915595e+00      1.75915595e+00     -0.00000000e+00                          0.00000000e+00    
       322      6.31676410e+00      6.36872436e+00      6.36872436e+00     -0.00000000e+00                          0.00000000e+00    
       323      3.40352883e+00      3.40175259e+00      3.40175259e+00     -0.00000000e+00                          0.00000000e+00    
       324      2.91371665e+00      2.92636008e+00      2.92636008e+00     -0.00000000e+00                          0.00000000e+00    
       325      3.19473008e+00      3.23710730e+00      3.23710730e+00     -0.00000000e+00                          0.00000000e+00    
       326      2.45287991e+00      2.47803665e+00      2.47803665e+00     -0.00000000e+00                          0.00000000e+00    
       327      4.27110699e+00      4.27988905e+00      4.27988905e+00     -0.00000000e+00                          0.00000000e+00    
       328      4.59392265e+00      4.63050722e+00      4.63050722e+00     -0.00000000e+00                          0.00000000e+00    
       329      3.21511259e+00      3.22856932e+00      3.22856932e+00     -0.00000000e+00                          0.00000000e+00    
       330      2.74134877e+00      2.74842432e+00      2.74842432e+00     -0.00000000e+00                          0.00000000e+00    
       331      2.82556694e+00      2.85777194e+00      2.85777194e+00     -0.00000000e+00                          0.00000000e+00    
       332      4.40361767e+00      4.43871508e+00      4.43871508e+00     -0.00000000e+00                          0.00000000e+00    
       333      1.88149933e+00      1.90276781e+00      1.90276781e+00     -0.00000000e+00                          0.00000000e+00    
       334      3.36322152e+00      3.35814986e+00      3.35814986e+00     -0.00000000e+00                          0.00000000e+00    
       335      4.87632037e+00      4.93011451e+00      4.93011451e+00     -0.00000000e+00                          0.00000000e+00    
       336      3.82531008e+00      3.83319387e+00      3.83319387e+00     -0.00000000e+00                          0.00000000e+00    
       337      2.85199093e+00      2.86878505e+00      2.86878505e+00     -0.00000000e+00                          0.00000000e+00    
       338      6.90574405e+00      6.89309428e+00      6.89309428e+00     -0.00000000e+00                          0.00000000e+00    
       339      6.15867193e+00      6.14713149e+00      6.14713149e+00     -0.00000000e+00                          0.00000000e+00    
       340      4.03730926e+00      4.04604777e+00      4.04604777e+00     -0.00000000e+00                          0.00000000e+00    
       341      3.66652176e+00      3.66843176e+00      3.66843176e+00     -0.00000000e+00                          0.00000000e+00    
       342      4.17944185e+00      4.18764337e+00      4.18764337e+00     -0.00000000e+00                          0.00000000e+00    
       343      3.63662557e+00      3.68226475e+00      3.68226475e+00     -0.00000000e+00                          0.00000000e+00    
       344      2.51840005e+00      2.52805713e+00      2.52805713e+00     -0.00000000e+00                          0.00000000e+00    
       345      3.17497903e+00      3.16037474e+00      3.16037474e+00     -0.00000000e+00                          0.00000000e+00    
       346      4.70339017e+00      4.70520713e+00      4.70520713e+00     -0.00000000e+00                          0.00000000e+00    
       347      7.41248267e+00      7.46531010e+00      7.46531010e+00     -0.00000000e+00                          0.00000000e+00    
       348      2.58112000e+00      2.57976900e+00      2.57976900e+00     -0.00000000e+00                          0.00000000e+00    
       349      4.90615060e+00      4.97289544e+00      4.97289544e+00     -0.00000000e+00                          0.00000000e+00    
       350      4.39235619e+00      4.40542770e+00      4.40542770e+00     -0.00000000e+00                          0.00000000e+00    
       351      5.17179312e+00      5.20414677e+00      5.20414677e+00     -0.00000000e+00                          0.00000000e+00    
       352      4.82237243e+00      4.78800367e+00      4.78800367e+00     -0.00000000e+00                          0.00000000e+00    
       353      1.71199076e+00      1.70386857e+00      1.70386857e+00     -0.00000000e+00                          0.00000000e+00    
       354      6.72146334e+00      6.82013117e+00      6.82013117e+00     -0.00000000e+00                          0.00000000e+00    
       355      4.91047031e+00      4.84562367e+00      4.84562367e+00     -0.00000000e+00                          0.00000000e+00    
       356      3.81633048e+00      3.83249274e+00      3.83249274e+00     -0.00000000e+00                          0.00000000e+00    
       357      4.12389233e+00      4.16937915e+00      4.16937915e+00     -0.00000000e+00                          0.00000000e+00    
       358      4.50236024e+00      4.53323497e+00      4.53323497e+00     -0.00000000e+00                          0.00000000e+00    
       359      4.77893886e+00      4.73676158e+00      4.73676158e+00     -0.00000000e+00                          0.00000000e+00    
       360      2.78215038e+00      2.80446501e+00      2.80446501e+00     -0.00000000e+00                          0.00000000e+00    
       361      5.23802523e+00      5.28240902e+00      5.28240902e+00     -0.00000000e+00                          0.00000000e+00    
       362      4.76174354e+00      4.76769503e+00      4.76769503e+00     -0.00000000e+00                          0.00000000e+00    
       363      2.66534200e+00      2.65065942e+00      2.65065942e+00     -0.00000000e+00                          0.00000000e+00    
       364      3.81057151e+00      3.82827443e+00      3.82827443e+00     -0.00000000e+00                          0.00000000e+00    
       365      2.16137088e+00      2.14193160e+00      2.14193160e+00     -0.00000000e+00                          0.00000000e+00    
       366      6.05889636e+00      6.04470974e+00      6.04470974e+00     -0.00000000e+00                          0.00000000e+00    
       367      2.90908538e+00      2.89583913e+00      2.89583913e+00     -0.00000000e+00                          0.00000000e+00    
       368      5.29222009e+00      5.27241563e+00      5.27241563e+00     -0.00000000e+00                          0.00000000e+00    
       369      4.61023759e+00      4.63922856e+00      4.63922856e+00     -0.00000000e+00                          0.00000000e+00    
       370      4.80704928e+00      4.80957743e+00      4.80957743e+00     -0.00000000e+00                          0.00000000e+00    
       371      5.73044748e+00      5.66039961e+00      5.66039961e+00     -0.00000000e+00                          0.00000000e+00    
       372      4.53548502e+00      4.61360771e+00      4.61360771e+00     -0.00000000e+00                          0.00000000e+00    
       373      3.81893741e+00      3.82041815e+00      3.82041815e+00     -0.00000000e+00                          0.00000000e+00    
       374      5.26579109e+00      5.29328496e+00      5.29328496e+00     -0.00000000e+00                          0.00000000e+00    
       375      3.51808006e+00      3.49405489e+00      3.49405489e+00     -0.00000000e+00                          0.00000000e+00    
       376      2.10947541e+00      2.05977138e+00      2.05977138e+00     -0.00000000e+00                          0.00000000e+00    
       377      4.18272793e+00      4.19331308e+00      4.19331308e+00     -0.00000000e+00                          0.00000000e+00    
       378      3.08902912e+00      3.09216824e+00      3.09216824e+00     -0.00000000e+00                          0.00000000e+00    
       379      6.00962419e+00      5.94914203e+00      5.94914203e+00     -0.00000000e+00                          0.00000000e+00    
       380      4.83670205e+00      4.84128439e+00      4.84128439e+00     -0.00000000e+00                          0.00000000e+00    
       381      3.59893234e+00      3.55985105e+00      3.55985105e+00     -0.00000000e+00                          0.00000000e+00    
       382      2.94351921e+00      2.95782322e+00      2.95782322e+00     -0.00000000e+00                          0.00000000e+00    
       383      5.23921995e+00      5.28529317e+00      5.28529317e+00     -0.00000000e+00                          0.00000000e+00    
       384      3.49892308e+00      3.51055740e+00      3.51055740e+00     -0.00000000e+00                          0.00000000e+00    
       385      5.52161509e+00      5.46715773e+00      5.46715773e+00     -0.00000000e+00                          0.00000000e+00    
       386      2.84217543e+00      2.83907654e+00      2.83907654e+00     -0.00000000e+00                          0.00000000e+00    
       387      3.60296364e+00      3.62244863e+00      3.62244863e+00     -0.00000000e+00                          0.00000000e+00    
       388      6.11874934e+00      6.21535233e+00      6.21535233e+00     -0.00000000e+00                          0.00000000e+00    
       389      2.63732841e+00      2.62222534e+00      2.62222534e+00     -0.00000000e+00                          0.00000000e+00    
       390      3.82646627e+00      3.81374058e+00      3.81374058e+00     -0.00000000e+00                          0.00000000e+00    
       391      3.00387232e+00      3.03259120e+00      3.03259120e+00     -0.00000000e+00                          0.00000000e+00    
       392      3.82965671e+00      3.86514073e+00      3.86514073e+00     -0.00000000e+00                          0.00000000e+00    
       393      2.87942602e+00      2.87283622e+00      2.87283622e+00     -0.00000000e+00                          0.00000000e+00    
       394      4.80679985e+00      4.83463664e+00      4.83463664e+00     -0.00000000e+00                          0.00000000e+00    
       395      2.85431171e+00      2.85870341e+00      2.85870341e+00     -0.00000000e+00                          0.00000000e+00    
       396      3.73531443e+00      3.74323680e+00      3.74323680e+00     -0.00000000e+00                          0.00000000e+00    
       397      3.70371468e+00      3.72606340e+00      3.72606340e+00     -0.00000000e+00                          0.00000000e+00    
       398      2.56847192e+00      2.58077742e+00      2.58077742e+00     -0.00000000e+00                          0.00000000e+00    
       399      7.32851808e+00      7.00622553e+00      7.00622553e+00     -0.00000000e+00                          0.00000000e+00    
       400      6.56854876e+00      6.65278705e+00      6.65278705e+00     -0.00000000e+00                          0.00000000e+00    
       401      4.83200094e+00      4.83562633e+00      4.83562633e+00     -0.00000000e+00                          0.00000000e+00    
       402      2.49359994e+00      2.47841689e+00      2.47841689e+00     -0.00000000e+00                          0.00000000e+00    
       403      5.71274845e+00      5.72027707e+00      5.72027707e+00     -0.00000000e+00                          0.00000000e+00    
       404      4.05196594e+00      4.07809110e+00      4.07809110e+00     -0.00000000e+00                          0.00000000e+00    
       405      4.47147491e+00      4.48000624e+00      4.48000624e+00     -0.00000000e+00                          0.00000000e+00    
       406      4.68572183e+00      4.72127395e+00      4.72127395e+00     -0.00000000e+00                          0.00000000e+00    
       407      5.51607657e+00      5.53484905e+00      5.53484905e+00     -0.00000000e+00                          0.00000000e+00    
       408      4.42282184e+00      4.38668346e+00      4.38668346e+00     -0.00000000e+00                          0.00000000e+00    
       409      5.94743354e+00      5.97208436e+00      5.97208436e+00     -0.00000000e+00                          0.00000000e+00    
       410      3.75655487e+00      3.71446334e+00      3.71446334e+00     -0.00000000e+00                          0.00000000e+00    
       411      3.33117235e+00      3.33023483e+00      3.33023483e+00     -0.00000000e+00                          0.00000000e+00    
       412      5.81767839e+00      5.79539819e+00      5.79539819e+00     -0.00000000e+00                          0.00000000e+00    
       413      5.73290029e+00      5.68411270e+00      5.68411270e+00     -0.00000000e+00                          0.00000000e+00    
       414      4.62824736e+00      4.63689556e+00      4.63689556e+00     -0.00000000e+00                          0.00000000e+00    
       415      4.29264362e+00      4.28741648e+00      4.28741648e+00     -0.00000000e+00                          0.00000000e+00    
       416      4.72589875e+00      4.73758028e+00      4.73758028e+00     -0.00000000e+00                          0.00000000e+00    
       417      2.84883393e+00      2.84589671e+00      2.84589671e+00     -0.00000000e+00                          0.00000000e+00    
       418      1.06569297e+00      1.05963592e+00      1.05963592e+00     -0.00000000e+00                          0.00000000e+00    
       419      5.94553131e+00      6.08231158e+00      6.08231158e+00     -0.00000000e+00                          0.00000000e+00    
       420      5.85576702e+00      5.95334779e+00      5.95334779e+00     -0.00000000e+00                          0.00000000e+00    
       421      3.19493044e+00      3.16170235e+00      3.16170235e+00     -0.00000000e+00                          0.00000000e+00    
       422      5.98928962e+00      5.98958840e+00      5.98958840e+00     -0.00000000e+00                          0.00000000e+00    
       423      4.87315891e+00      4.85196297e+00      4.85196297e+00     -0.00000000e+00                          0.00000000e+00    
       424      4.93767636e+00      4.91767704e+00      4.91767704e+00     -0.00000000e+00                          0.00000000e+00    
       425      4.08267964e+00      4.11076733e+00      4.11076733e+00     -0.00000000e+00                          0.00000000e+00    
       426      4.21113259e+00      4.27092678e+00      4.27092678e+00     -0.00000000e+00                          0.00000000e+00    
       427      2.86992138e+00      2.92296606e+00      2.92296606e+00     -0.00000000e+00                          0.00000000e+00    
       428      4.86594606e+00      4.89661942e+00      4.89661942e+00     -0.00000000e+00                          0.00000000e+00    
       429      4.23301052e+00      4.19347341e+00      4.19347341e+00     -0.00000000e+00                          0.00000000e+00    
       430      5.63514599e+00      5.56304521e+00      5.56304521e+00     -0.00000000e+00                          0.00000000e+00    
       431      3.67795178e+00      3.74146853e+00      3.74146853e+00     -0.00000000e+00                          0.00000000e+00    
       432      3.38664362e+00      3.41426170e+00      3.41426170e+00     -0.00000000e+00                          0.00000000e+00    
       433      6.14704663e+00      6.13058769e+00      6.13058769e+00     -0.00000000e+00                          0.00000000e+00    
       434      2.64410118e+00      2.66962762e+00      2.66962762e+00     -0.00000000e+00                          0.00000000e+00    
       435      4.14884211e+00      4.12610847e+00      4.12610847e+00     -0.00000000e+00                          0.00000000e+00    
       436      3.69990865e+00      3.70663664e+00      3.70663664e+00     -0.00000000e+00                          0.00000000e+00    
       437      3.92065236e+00      3.90236746e+00      3.90236746e+00     -0.00000000e+00                          0.00000000e+00    
       438      6.75615100e+00      6.73003507e+00      6.73003507e+00     -0.00000000e+00                          0.00000000e+00    
       439      4.21018254e+00      4.21042660e+00      4.21042660e+00     -0.00000000e+00                          0.00000000e+00    
       440      3.32268622e+00      3.30083372e+00      3.30083372e+00     -0.00000000e+00                          0.00000000e+00    
       441      2.32574592e+00      2.31807802e+00      2.31807802e+00     -0.00000000e+00                          0.00000000e+00    
       442      2.44822184e+00      2.47681454e+00      2.47681454e+00     -0.00000000e+00                          0.00000000e+00    
       443      5.64958761e+00      5.65217022e+00      5.65217022e+00     -0.00000000e+00                          0.00000000e+00    
       444      4.81998369e+00      4.78608280e+00      4.78608280e+00     -0.00000000e+00                          0.00000000e+00    
       445      4.82022083e+00      4.74916554e+00      4.74916554e+00     -0.00000000e+00                          0.00000000e+00    
       446      5.67554737e+00      5.66269872e+00      5.66269872e+00     -0.00000000e+00                          0.00000000e+00    
       447      2.75985352e+00      2.75287624e+00      2.75287624e+00     -0.00000000e+00                          0.00000000e+00    
       448      2.26080748e+00      2.24641105e+00      2.24641105e+00     -0.00000000e+00                          0.00000000e+00    
       449      2.19549215e+00      2.16058778e+00      2.16058778e+00     -0.00000000e+00                          0.00000000e+00    
       450      3.15485304e+00      3.20124919e+00      3.20124919e+00     -0.00000000e+00                          0.00000000e+00    
       451      4.64741802e+00      4.67259836e+00      4.67259836e+00     -0.00000000e+00                          0.00000000e+00    
       452      9.77096229e+00      9.84154351e+00      9.84154351e+00     -0.00000000e+00                          0.00000000e+00    
       453      7.64254823e+00      7.51883488e+00      7.51883488e+00     -0.00000000e+00                          0.00000000e+00    
       454      1.37465848e+01      1.38659060e+01      1.38659060e+01     -0.00000000e+00                          0.00000000e+00    
       455      1.04844667e+01      1.03996059e+01      1.03996059e+01     -0.00000000e+00                          0.00000000e+00    
       456      1.13628650e+01      1.15090238e+01      1.15090238e+01     -0.00000000e+00                          0.00000000e+00    
       457      1.30165370e+01      1.30305811e+01      1.30305811e+01     -0.00000000e+00                          0.00000000e+00    
       458      1.07277553e+01      1.08395234e+01      1.08395234e+01     -0.00000000e+00                          0.00000000e+00    
       459      4.31576565e+00      4.39176747e+00      4.39176747e+00     -0.00000000e+00                          0.00000000e+00    
       460      5.54123543e+00      5.54779312e+00      5.54779312e+00     -0.00000000e+00                          0.00000000e+00    
       461      9.66504609e+00      9.54744318e+00      9.54744318e+00     -0.00000000e+00                          0.00000000e+00    
       462      6.93226580e+00      6.82436088e+00      6.82436088e+00     -0.00000000e+00                          0.00000000e+00    
       463      8.92276212e+00      9.01622878e+00      9.01622878e+00     -0.00000000e+00                          0.00000000e+00    
       464      1.09004598e+01      1.09970828e+01      1.09970828e+01     -0.00000000e+00                          0.00000000e+00    
       465      8.92240055e+00      8.96687501e+00      8.96687501e+00     -0.00000000e+00                          0.00000000e+00    
       466      9.31182672e+00      9.30054757e+00      9.30054757e+00     -0.00000000e+00                          0.00000000e+00    
       467      6.54740426e+00      6.63782730e+00      6.63782730e+00     -0.00000000e+00                          0.00000000e+00    
       468      5.57951997e+00      5.56353361e+00      5.56353361e+00     -0.00000000e+00                          0.00000000e+00    
       469      9.25889309e+00      9.26231790e+00      9.26231790e+00     -0.00000000e+00                          0.00000000e+00    
       470      5.47135535e+00      5.43035574e+00      5.43035574e+00     -0.00000000e+00                          0.00000000e+00    
       471      1.00367304e+01      1.00399092e+01      1.00399092e+01     -0.00000000e+00                          0.00000000e+00    
       472      3.47297506e+00      3.49813856e+00      3.49813856e+00     -0.00000000e+00                          0.00000000e+00    
       473      1.13016069e+01      1.14584845e+01      1.14584845e+01     -0.00000000e+00                          0.00000000e+00    
       474      6.81537509e+00      6.73626858e+00      6.73626858e+00     -0.00000000e+00                          0.00000000e+00    
       475      4.35659506e+00      4.38503730e+00      4.38503730e+00     -0.00000000e+00                          0.00000000e+00    
       476      1.25550093e+01      1.25001579e+01      1.25001579e+01     -0.00000000e+00                          0.00000000e+00    
       477      6.74217153e+00      6.72462916e+00      6.72462916e+00     -0.00000000e+00                          0.00000000e+00    
       478      1.02118843e+01      1.01064728e+01      1.01064728e+01     -0.00000000e+00                          0.00000000e+00    
       479      1.93452365e+01      1.93911217e+01      1.93911217e+01     -0.00000000e+00                          0.00000000e+00    
       480      1.04332006e+01      1.03840041e+01      1.03840041e+01     -0.00000000e+00                          0.00000000e+00    
       481      2.83497847e+01      2.86492343e+01      2.86492343e+01     -0.00000000e+00                          0.00000000e+00    
       482      7.90038742e+00      7.97109869e+00      7.97109869e+00     -0.00000000e+00                          0.00000000e+00    
       483      7.65751772e+00      7.67186642e+00      7.67186642e+00     -0.00000000e+00                          0.00000000e+00    
       484      7.18650779e+00      7.21342266e+00      7.21342266e+00     -0.00000000e+00                          0.00000000e+00    
       485      8.79162864e+00      8.70262848e+00      8.70262848e+00     -0.00000000e+00                          0.00000000e+00    
       486      4.69114828e+00      4.76844848e+00      4.76844848e+00     -0.00000000e+00                          0.00000000e+00    
       487      1.73091084e+01      1.72525417e+01      1.72525417e+01     -0.00000000e+00                          0.00000000e+00    
       488      6.47391060e+00      6.45399643e+00      6.45399643e+00     -0.00000000e+00                          0.00000000e+00    
       489      1.17929955e+01      1.19328657e+01      1.19328657e+01     -0.00000000e+00                          0.00000000e+00    
       490      1.49045298e+01      1.47394098e+01      1.47394098e+01     -0.00000000e+00                          0.00000000e+00    
       491      6.40891543e+00      6.45276653e+00      6.45276653e+00     -0.00000000e+00                          0.00000000e+00    
       492      5.49604370e+00      5.54706976e+00      5.54706976e+00     -0.00000000e+00                          0.00000000e+00    
       493      7.38274193e+00      7.38919474e+00      7.38919474e+00     -0.00000000e+00                          0.00000000e+00    
       494      8.10344302e+00      7.98432716e+00      7.98432716e+00     -0.00000000e+00                          0.00000000e+00    
       495      6.64284638e+00      6.67759985e+00      6.67759985e+00     -0.00000000e+00                          0.00000000e+00    
       496      2.15274401e+00      2.16420400e+00      2.16420400e+00     -0.00000000e+00                          0.00000000e+00    
       497      1.08050335e+01      1.09006284e+01      1.09006284e+01     -0.00000000e+00                          0.00000000e+00    
       498      7.60160324e+00      7.49351177e+00      7.49351177e+00     -0.00000000e+00                          0.00000000e+00    
       499      5.79495182e+00      5.80097146e+00      5.80097146e+00     -0.00000000e+00                          0.00000000e+00    
       500      7.87177317e+00      7.75620799e+00      7.75620799e+00     -0.00000000e+00                          0.00000000e+00    
       501      5.83818283e+00      5.85156788e+00      5.85156788e+00     -0.00000000e+00                          0.00000000e+00    
       502      1.03656565e+01      1.02859794e+01      1.02859794e+01     -0.00000000e+00                          0.00000000e+00    
       503      5.13234800e+00      5.11630216e+00      5.11630216e+00     -0.00000000e+00                          0.00000000e+00    
       504      8.04367764e+00      8.12416060e+00      8.12416060e+00     -0.00000000e+00                          0.00000000e+00    
       505      8.34874074e+00      8.34373482e+00      8.34373482e+00     -0.00000000e+00                          0.00000000e+00    
       506      1.19847980e+01      1.17964729e+01      1.17964729e+01     -0.00000000e+00                          0.00000000e+00    
       507      2.95024567e+00      2.86150441e+00      2.86150441e+00     -0.00000000e+00                          0.00000000e+00    
       508      5.85634446e+00      5.87895108e+00      5.87895108e+00     -0.00000000e+00                          0.00000000e+00    
       509      2.59329726e+00      2.58394783e+00      2.58394783e+00     -0.00000000e+00                          0.00000000e+00    
       510      9.67684314e+00      9.73713099e+00      9.73713099e+00     -0.00000000e+00                          0.00000000e+00    
       511      1.12409485e+01      1.11254785e+01      1.11254785e+01     -0.00000000e+00                          0.00000000e+00    
       512      1.07324142e+01      1.07353445e+01      1.07353445e+01     -0.00000000e+00                          0.00000000e+00    
       513      1.07398207e+01      1.08439595e+01      1.08439595e+01     -0.00000000e+00                          0.00000000e+00    
       514      5.00285633e+00      5.01496540e+00      5.01496540e+00     -0.00000000e+00                          0.00000000e+00    
       515      6.86767926e+00      6.84114278e+00      6.84114278e+00     -0.00000000e+00                          0.00000000e+00    
       516      1.55760860e+01      1.59636591e+01      1.59636591e+01     -0.00000000e+00                          0.00000000e+00    
       517      9.49083108e+00      9.45744658e+00      9.45744658e+00     -0.00000000e+00                          0.00000000e+00    
       518      7.24806772e+00      7.36914530e+00      7.36914530e+00     -0.00000000e+00                          0.00000000e+00    
       519      7.72806968e+00      7.79477040e+00      7.79477040e+00     -0.00000000e+00                          0.00000000e+00    
       520      4.94770735e+00      4.91539444e+00      4.91539444e+00     -0.00000000e+00                          0.00000000e+00    
       521      1.03484421e+01      1.04161682e+01      1.04161682e+01     -0.00000000e+00                          0.00000000e+00    
       522      5.28314536e+00      5.26974718e+00      5.26974718e+00     -0.00000000e+00                          0.00000000e+00    
       523      1.12666869e+01      1.11769396e+01      1.11769396e+01     -0.00000000e+00                          0.00000000e+00    
       524      8.66995638e+00      8.60305101e+00      8.60305101e+00     -0.00000000e+00                          0.00000000e+00    
       525      1.66725758e+01      1.66552299e+01      1.66552299e+01     -0.00000000e+00                          0.00000000e+00    
       526      8.40694312e+00      8.05375350e+00      8.05375350e+00     -0.00000000e+00                          0.00000000e+00    
       527      1.26227599e+01      1.25206372e+01      1.25206372e+01     -0.00000000e+00                          0.00000000e+00    
       528      1.26632544e+01      1.27007278e+01      1.27007278e+01     -0.00000000e+00                          0.00000000e+00    
       529      1.60742535e+01      1.60065055e+01      1.60065055e+01     -0.00000000e+00                          0.00000000e+00    
       530      8.16423771e+00      8.21077172e+00      8.21077172e+00     -0.00000000e+00                          0.00000000e+00    
       531      7.28228870e+00      7.26455385e+00      7.26455385e+00     -0.00000000e+00                          0.00000000e+00    
       532      1.18075870e+01      1.19100661e+01      1.19100661e+01     -0.00000000e+00                          0.00000000e+00    
       533      1.03028727e+01      1.01746177e+01      1.01746177e+01     -0.00000000e+00                          0.00000000e+00    
       534      9.12454457e+00      8.79101245e+00      8.79101245e+00     -0.00000000e+00                          0.00000000e+00    
       535      8.72916227e+00      8.72787690e+00      8.72787690e+00     -0.00000000e+00                          0.00000000e+00    
       536      7.85499413e+00      7.82051975e+00      7.82051975e+00     -0.00000000e+00                          0.00000000e+00    
       537      1.18515008e+01      1.17215121e+01      1.17215121e+01     -0.00000000e+00                          0.00000000e+00    
       538      1.22385785e+01      1.21943040e+01      1.21943040e+01     -0.00000000e+00                          0.00000000e+00    
       539      8.40875004e+00      8.10761830e+00      8.10761830e+00     -0.00000000e+00                          0.00000000e+00    
       540      1.35845966e+01      1.34971017e+01      1.34971017e+01     -0.00000000e+00                          0.00000000e+00    
       541      5.85298709e+00      5.80398091e+00      5.80398091e+00     -0.00000000e+00                          0.00000000e+00    
       542      9.50114752e+00      9.65280256e+00      9.65280256e+00     -0.00000000e+00                          0.00000000e+00    
       543      6.78657730e+00      6.85469531e+00      6.85469531e+00     -0.00000000e+00                          0.00000000e+00    
