#     index      Reference     Calculated        Error^2    
       450 3.15485304e+00 3.20124919e+00 2.15260242e-03    
       451 4.64741802e+00 4.67259836e+00 6.34049243e-04    
       452 9.77096229e+00 9.84154351e+00 4.98170895e-03    
       453 7.64254823e+00 7.51883488e+00 1.53049927e-02    
       454 1.37465848e+01 1.38659060e+01 1.42375479e-02    
       455 1.04844667e+01 1.03996059e+01 7.20135382e-03    
       456 1.13628650e+01 1.15090238e+01 2.13623994e-02    
       457 1.30165370e+01 1.30305811e+01 1.97238280e-04    
       458 1.07277553e+01 1.08395234e+01 1.24921149e-02    
       459 4.31576565e+00 4.39176747e+00 5.77627730e-03    
       460 5.54123543e+00 5.54779312e+00 4.30032822e-05    
       461 9.66504609e+00 9.54744318e+00 1.38304459e-02    
       462 6.93226580e+00 6.82436088e+00 1.16434711e-02    
       463 8.92276212e+00 9.01622878e+00 8.73601669e-03    
       464 1.09004598e+01 1.09970828e+01 9.33602024e-03    
       465 8.92240055e+00 8.96687501e+00 1.97797731e-03    
       466 9.31182672e+00 9.30054757e+00 1.27219225e-04    
       467 6.54740426e+00 6.63782730e+00 8.17632576e-03    
       468 5.57951997e+00 5.56353361e+00 2.55563664e-04    
       469 9.25889309e+00 9.26231790e+00 1.17292578e-05    
       470 5.47135535e+00 5.43035574e+00 1.68096774e-03    
       471 1.00367304e+01 1.00399092e+01 1.01044271e-05    
       472 3.47297506e+00 3.49813856e+00 6.33201694e-04    
       473 1.13016069e+01 1.14584845e+01 2.46105621e-02    
       474 6.81537509e+00 6.73626858e+00 6.25783995e-03    
       475 4.35659506e+00 4.38503730e+00 8.08961391e-04    
       476 1.25550093e+01 1.25001579e+01 3.00867665e-03    
       477 6.74217153e+00 6.72462916e+00 3.07734963e-04    
       478 1.02118843e+01 1.01064728e+01 1.11115872e-02    
       479 1.93452365e+01 1.93911217e+01 2.10545775e-03    
       480 1.04332006e+01 1.03840041e+01 2.42029558e-03    
       481 2.83497847e+01 2.86492343e+01 8.96700476e-02    
       482 7.90038742e+00 7.97109869e+00 5.00008343e-03    
       483 7.65751772e+00 7.67186642e+00 2.05885092e-04    
       484 7.18650779e+00 7.21342266e+00 7.24410413e-04    
       485 8.79162864e+00 8.70262848e+00 7.92102945e-03    
       486 4.69114828e+00 4.76844848e+00 5.97532060e-03    
       487 1.73091084e+01 1.72525417e+01 3.19978659e-03    
       488 6.47391060e+00 6.45399643e+00 3.96574396e-04    
       489 1.17929955e+01 1.19328657e+01 1.95636784e-02    
       490 1.49045298e+01 1.47394098e+01 2.72646212e-02    
       491 6.40891543e+00 6.45276653e+00 1.92291917e-03    
       492 5.49604370e+00 5.54706976e+00 2.60365878e-03    
       493 7.38274193e+00 7.38919474e+00 4.16387976e-05    
       494 8.10344302e+00 7.98432716e+00 1.41885892e-02    
       495 6.64284638e+00 6.67759985e+00 1.20780362e-03    
       496 2.15274401e+00 2.16420400e+00 1.31331451e-04    
       497 1.08050335e+01 1.09006284e+01 9.13838252e-03    
       498 7.60160324e+00 7.49351177e+00 1.16837654e-02    
       499 5.79495182e+00 5.80097146e+00 3.62361375e-05    
       500 7.87177317e+00 7.75620799e+00 1.33553125e-02    
       501 5.83818283e+00 5.85156788e+00 1.79159639e-04    
       502 1.03656565e+01 1.02859794e+01 6.34844116e-03    
       503 5.13234800e+00 5.11630216e+00 2.57468834e-04    
       504 8.04367764e+00 8.12416060e+00 6.47750702e-03    
       505 8.34874074e+00 8.34373482e+00 2.50592385e-05    
       506 1.19847980e+01 1.17964729e+01 3.54663528e-02    
       507 2.95024567e+00 2.86150441e+00 7.87501174e-03    
       508 5.85634446e+00 5.87895108e+00 5.11059247e-04    
       509 2.59329726e+00 2.58394783e+00 8.74119070e-05    
       510 9.67684314e+00 9.73713099e+00 3.63462397e-03    
       511 1.12409485e+01 1.11254785e+01 1.33333110e-02    
       512 1.07324142e+01 1.07353445e+01 8.58689373e-06    
       513 1.07398207e+01 1.08439595e+01 1.08448956e-02    
       514 5.00285633e+00 5.01496540e+00 1.46629509e-04    
       515 6.86767926e+00 6.84114278e+00 7.04185031e-04    
       516 1.55760860e+01 1.59636591e+01 1.50212888e-01    
       517 9.49083108e+00 9.45744658e+00 1.11452465e-03    
       518 7.24806772e+00 7.36914530e+00 1.46597799e-02    
       519 7.72806968e+00 7.79477040e+00 4.44898710e-03    
       520 4.94770735e+00 4.91539444e+00 1.04412387e-03    
       521 1.03484421e+01 1.04161682e+01 4.58682149e-03    
       522 5.28314536e+00 5.26974718e+00 1.79511346e-04    
       523 1.12666869e+01 1.11769396e+01 8.05458381e-03    
       524 8.66995638e+00 8.60305101e+00 4.47632813e-03    
       525 1.66725758e+01 1.66552299e+01 3.00881276e-04    
       526 8.40694312e+00 8.05375350e+00 1.24742909e-01    
       527 1.26227599e+01 1.25206372e+01 1.04290489e-02    
       528 1.26632544e+01 1.27007278e+01 1.40425510e-03    
       529 1.60742535e+01 1.60065055e+01 4.58979398e-03    
       530 8.16423771e+00 8.21077172e+00 2.16541448e-03    
       531 7.28228870e+00 7.26455385e+00 3.14524943e-04    
       532 1.18075870e+01 1.19100661e+01 1.05019561e-02    
       533 1.03028727e+01 1.01746177e+01 1.64493397e-02    
       534 9.12454457e+00 8.79101245e+00 1.11243674e-01    
       535 8.72916227e+00 8.72787690e+00 1.65219194e-06    
       536 7.85499413e+00 7.82051975e+00 1.18848339e-03    
       537 1.18515008e+01 1.17215121e+01 1.68970551e-02    
       538 1.22385785e+01 1.21943040e+01 1.96023209e-03    
       539 8.40875004e+00 8.10761830e+00 9.06803219e-02    
       540 1.35845966e+01 1.34971017e+01 7.65536561e-03    
       541 5.85298709e+00 5.80398091e+00 2.40160552e-03    
       542 9.50114752e+00 9.65280256e+00 2.29992508e-02    
       543 6.78657730e+00 6.85469531e+00 4.64006331e-03    
       544 5.47291828e+00 5.44732510e+00 6.55011079e-04    
       545 9.18368571e+00 9.05678910e+00 1.61027495e-02    
       546 8.47029786e+00 8.45840381e+00 1.41468356e-04    
       547 8.22430618e+00 8.23736792e+00 1.70609162e-04    
       548 6.81317228e+00 6.82679025e+00 1.85449113e-04    
       549 7.27106199e+00 7.29730433e+00 6.88660441e-04    
       550 5.53358339e+00 5.56476505e+00 9.72295765e-04    
       551 3.15905861e+00 3.16965490e+00 1.12281263e-04    
       552 6.20689007e+00 6.16628178e+00 1.64903344e-03    
       553 7.42932522e+00 7.45226256e+00 5.26121898e-04    
       554 8.35959910e+00 8.44870760e+00 7.94032461e-03    
       555 1.05752035e+01 1.04498415e+01 1.57156332e-02    
       556 7.56987592e+00 7.53072709e+00 1.53263040e-03    
       557 8.39753368e+00 8.60099550e+00 4.13967104e-02    
       558 7.08436437e+00 7.10074296e+00 2.68258194e-04    
       559 3.33357966e+00 3.36470656e+00 9.68883653e-04    
       560 7.49357403e+00 7.52321214e+00 8.78417648e-04    
       561 9.77872527e+00 9.46949655e+00 9.56223992e-02    
       562 8.85511886e+00 8.70856611e+00 2.14777083e-02    
       563 7.73287050e+00 7.82107059e+00 7.77925604e-03    
       564 1.37640364e+01 1.38324890e+01 4.68576805e-03    
       565 1.06633362e+01 1.07646233e+01 1.02590748e-02    
       566 7.85900166e+00 7.70658391e+00 2.32311709e-02    
       567 5.62622650e+00 5.61308989e+00 1.72570509e-04    
       568 3.05263118e+00 3.04413529e+00 7.21801472e-05    
       569 3.14640388e+00 3.16349748e+00 2.92191192e-04    
       570 7.77892116e+00 7.63627542e+00 2.03478074e-02    
       571 1.33987416e+01 1.34376246e+01 1.51188739e-03    
       572 7.67523087e+00 7.70555459e+00 9.19527922e-04    
       573 9.06912218e+00 9.07613591e+00 4.91923269e-05    
       574 6.34417578e+00 6.38084918e+00 1.34493792e-03    
       575 9.28514100e+00 9.15637742e+00 1.65800604e-02    
       576 9.24471414e+00 9.31432234e+00 4.84530185e-03    
       577 8.17726418e+00 8.20132962e+00 5.79145514e-04    
       578 7.58410614e+00 7.63375531e+00 2.46504063e-03    
       579 1.42847451e+01 1.43910334e+01 1.12972160e-02    
       580 6.88000964e+00 6.78075488e+00 9.85150731e-03    
       581 1.18281022e+01 1.19350045e+01 1.14281015e-02    
       582 5.45639201e+00 5.49023394e+00 1.14527666e-03    
       583 1.45415902e+01 1.46869498e+01 2.11294144e-02    
       584 6.99230660e+00 6.85756499e+00 1.81552998e-02    
       585 6.71407015e+00 6.72714577e+00 1.70971894e-04    
       586 1.24780962e+01 1.26424946e+01 2.70268474e-02    
       587 5.48598755e+00 5.47198266e+00 1.96136989e-04    
       588 8.15738041e+00 8.35548708e+00 3.92462542e-02    
       589 6.31332208e+00 6.30216500e+00 1.24480452e-04    
       590 6.92980458e+00 7.11777283e+00 3.53320606e-02    
       591 6.65196271e+00 6.64632241e+00 3.18129928e-05    
       592 8.20167793e+00 8.25545392e+00 2.89185690e-03    
       593 7.78204208e+00 7.64232579e+00 1.95206404e-02    
       594 7.66504250e+00 7.52495334e+00 1.96249718e-02    
       595 6.14405052e+00 6.17510053e+00 9.64102950e-04    
       596 1.01863326e+01 1.01364701e+01 2.48627710e-03    
       597 1.00931763e+01 1.01252857e+01 1.03101389e-03    
       598 6.32379358e+00 6.29921727e+00 6.03995290e-04    
       599 8.63275699e+00 8.60470436e+00 7.86950053e-04    
       600 7.01843264e+00 7.06858414e+00 2.51517273e-03    
       601 1.17373488e+01 1.17953789e+01 3.36748821e-03    
       602 5.02926507e+00 5.02899391e+00 7.35281680e-08    
       603 8.07997002e+00 7.90918997e+00 2.91658258e-02    
       604 3.49600491e+00 3.48395846e+00 1.45116822e-04    
       605 8.11584123e+00 8.14988661e+00 1.15908814e-03    
       606 1.29813115e+01 1.29327087e+01 2.36223319e-03    
       607 7.25075001e+00 7.35168409e+00 1.01876871e-02    
       608 9.71873128e+00 9.59713694e+00 1.47851837e-02    
       609 9.66664084e+00 9.76340146e+00 9.36261615e-03    
       610 1.00649295e+01 9.81019193e+00 6.48912405e-02    
       611 5.30054796e+00 5.26630031e+00 1.17290161e-03    
       612 1.10967837e+01 1.11913356e+01 8.94005565e-03    
       613 1.31252275e+01 1.31755775e+01 2.53512424e-03    
       614 1.18676121e+01 1.17203633e+01 2.16822051e-02    
       615 5.69618070e+00 5.72765212e+00 9.90450354e-04    
       616 6.94213452e+00 6.99408319e+00 2.69866500e-03    
       617 7.23755964e+00 7.26380578e+00 6.88860034e-04    
       618 9.93709492e+00 9.90106859e+00 1.29789634e-03    
       619 9.83273846e+00 1.00830247e+01 6.26432067e-02    
       620 7.82556670e+00 7.82042396e+00 2.64478274e-05    
       621 1.44577066e+01 1.44266124e+01 9.66850472e-04    
       622 6.90118764e+00 6.98121995e+00 6.40517000e-03    
       623 8.47284812e+00 8.29350904e+00 3.21625044e-02    
       624 9.35139088e+00 9.22912344e+00 1.49493269e-02    
       625 1.00592316e+01 1.00471050e+01 1.47053360e-04    
       626 6.84562663e+00 6.80852557e+00 1.37648901e-03    
       627 1.07792227e+01 1.06344776e+01 2.09511481e-02    
       628 8.04973756e+00 8.04111820e+00 7.42932740e-05    
       629 6.80267819e+00 6.84266679e+00 1.59908818e-03    
       630 1.05741315e+01 1.07191421e+01 2.10280833e-02    
       631 7.19097641e+00 7.20256559e+00 1.34309009e-04    
       632 8.45884518e+00 8.19102350e+00 7.17284568e-02    
       633 9.05516744e+00 9.06385092e+00 7.54028687e-05    
       634 6.07035217e+00 6.09421005e+00 5.69198502e-04    
       635 1.12882028e+01 1.11755854e+01 1.26826875e-02    
       636 1.35145662e+01 1.33909014e+01 1.52929711e-02    
       637 3.10245688e+00 3.00998839e+00 8.55042206e-03    
       638 9.01664363e+00 9.00213590e+00 2.10474062e-04    
       639 9.43164344e+00 9.39576796e+00 1.28705018e-03    
       640 1.36938366e+01 1.38200067e+01 1.59189108e-02    
       641 7.03599280e+00 7.01381799e+00 4.91722323e-04    
       642 4.59254929e+00 4.62935386e+00 1.35457678e-03    
       643 7.56197193e+00 7.55306747e+00 7.92895369e-05    
       644 9.78271014e+00 9.78180830e+00 8.13321267e-07    
       645 7.57195316e+00 7.46702976e+00 1.10089202e-02    
       646 5.48000651e+00 5.52875268e+00 2.37618963e-03    
       647 7.32458529e+00 7.38697404e+00 3.89235635e-03    
       648 6.07658779e+00 6.13130825e+00 2.99432837e-03    
       649 7.36371760e+00 7.34257603e+00 4.46965906e-04    
       650 9.24474658e+00 9.34450735e+00 9.95221071e-03    
       651 6.00340136e+00 6.02665454e+00 5.40710213e-04    
       652 1.20974769e+01 1.20014793e+01 9.21555416e-03    
       653 4.04440696e+00 3.97414734e+00 4.93641417e-03    
       654 6.68917798e+00 6.75362670e+00 4.15363714e-03    
       655 1.22506307e+01 1.21856371e+01 4.22417869e-03    
       656 9.07143983e+00 9.11189624e+00 1.63672153e-03    
       657 1.94237276e+01 1.93534613e+01 4.93734581e-03    
       658 2.54217934e+01 2.52978644e+01 1.53583775e-02    
       659 1.12564839e+01 1.11888385e+01 4.57589134e-03    
       660 4.87420108e+00 4.78644149e+00 7.70174508e-03    
       661 6.01995695e+00 6.00283380e+00 2.93202011e-04    
       662 9.62159414e+00 9.55824686e+00 4.01287710e-03    
       663 8.15473577e+00 8.23019123e+00 5.69352674e-03    
       664 7.51924331e+00 7.58079648e+00 3.78879289e-03    
       665 7.54240613e+00 7.60825223e+00 4.33570910e-03    
       666 1.22229260e+01 1.21693321e+01 2.87230337e-03    
       667 8.03022051e+00 8.14374392e+00 1.28875648e-02    
       668 9.74594399e+00 9.70314002e+00 1.83217931e-03    
       669 7.85987967e+00 7.75614706e+00 1.07604542e-02    
       670 1.17123784e+01 1.18163978e+01 1.08200289e-02    
       671 1.48777346e+01 1.49959376e+01 1.39719385e-02    
       672 1.10798331e+01 1.10256954e+01 2.93089494e-03    
       673 8.78135224e+00 9.09573104e+00 9.88340316e-02    
       674 6.94022224e+00 6.85674950e+00 6.96769860e-03    
       675 7.99079409e+00 8.04467948e+00 2.90363534e-03    
       676 7.82888943e+00 7.84354423e+00 2.14763230e-04    
       677 1.34509325e+01 1.35710315e+01 1.44237680e-02    
       678 7.72281378e+00 7.59765017e+00 1.56659300e-02    
       679 1.54219286e+01 1.55532555e+01 1.72467419e-02    
       680 3.61444343e+00 3.59710162e+00 3.00738225e-04    
       681 5.58815488e+00 5.58924572e+00 1.18994261e-06    
       682 8.03663692e+00 8.19703120e+00 2.57263251e-02    
       683 4.81163079e+00 4.84267713e+00 9.63875307e-04    
       684 7.42456016e+00 7.38882829e+00 1.27676648e-03    
       685 4.84971183e+00 4.92928432e+00 6.33178162e-03    
       686 1.11764354e+01 1.13068422e+01 1.70059350e-02    
       687 1.27656960e+01 1.27280634e+01 1.41621841e-03    
       688 1.13431318e+01 1.13049416e+01 1.45849261e-03    
       689 6.72046435e+00 6.65170878e+00 4.72732870e-03    
       690 3.50399674e+00 3.53892581e+00 1.22003973e-03    
       691 4.68973218e+00 4.65930180e+00 9.26008169e-04    
       692 8.88804171e+00 8.79314488e+00 9.00540800e-03    
       693 6.94218917e+00 6.99697954e+00 3.00198439e-03    
       694 5.44542985e+00 5.52095056e+00 5.70337708e-03    
       695 1.25361461e+01 1.26434615e+01 1.15166036e-02    
       696 9.91981318e+00 9.81166422e+00 1.16961970e-02    
       697 7.83610058e+00 7.75432482e+00 6.68727434e-03    
       698 3.52490780e+00 3.48561188e+00 1.54416927e-03    
       699 1.08224311e+01 1.09537890e+01 1.72548885e-02    
       700 4.92718647e+00 4.93118347e+00 1.59760049e-05    
       701 6.28251526e+00 6.19223085e+00 8.15127378e-03    
       702 6.18128587e+00 6.24606614e+00 4.19648426e-03    
       703 7.13748349e+00 7.07793188e+00 3.54639406e-03    
       704 8.67477264e+00 8.63193474e+00 1.83508588e-03    
       705 1.07609510e+01 1.06130812e+01 2.18654696e-02    
       706 6.06944347e+00 6.11143003e+00 1.76287064e-03    
       707 5.52433942e+00 5.48646638e+00 1.43436700e-03    
       708 7.99644130e+00 8.07518691e+00 6.20087196e-03    
       709 7.64489261e+00 7.64599600e+00 1.21748238e-06    
       710 1.20136850e+01 1.21259711e+01 1.26081571e-02    
       711 7.82462914e+00 7.92018193e+00 9.13033613e-03    
       712 3.29983133e+00 3.27129275e+00 8.14450158e-04    
       713 6.17320198e+00 6.08812734e+00 7.23769379e-03    
       714 4.94330022e+00 4.94241065e+00 7.91349616e-07    
       715 5.75855087e+00 5.73638591e+00 4.91285259e-04    
       716 9.42108327e+00 9.41406207e+00 4.92973377e-05    
       717 6.94020122e+00 6.90768356e+00 1.05739855e-03    
       718 4.93022845e+00 4.95934652e+00 8.47861977e-04    
       719 8.43084979e+00 8.36427223e+00 4.43257139e-03    
       720 7.45943262e+00 7.57603056e+00 1.35950801e-02    
       721 8.85412595e+00 8.79512337e+00 3.48130476e-03    
       722 8.92715620e+00 9.04439065e+00 1.37439176e-02    
       723 1.13492572e+01 1.14245852e+01 5.67430574e-03    
       724 1.17612173e+01 1.17523240e+01 7.90919591e-05    
       725 6.11636819e+00 6.05724164e+00 3.49594913e-03    
       726 3.30075722e+00 3.29397203e+00 4.60387918e-05    
       727 7.52842120e+00 7.42310060e+00 1.10924296e-02    
       728 8.10506438e+00 7.99900393e+00 1.12488185e-02    
       729 1.42733347e+01 1.41245874e+01 2.21257558e-02    
       730 6.97142333e+00 6.99217548e+00 4.30651557e-04    
       731 3.94171277e+00 3.94565942e+00 1.55760476e-05    
       732 7.72657702e+00 7.68557719e+00 1.68098589e-03    
       733 8.42614767e+00 8.55309608e+00 1.61158981e-02    
       734 5.30366982e+00 5.36158701e+00 3.35440108e-03    
       735 1.15737278e+01 1.14386524e+01 1.82453498e-02    
       736 3.61360489e+00 3.62953375e+00 2.53728597e-04    
       737 1.31973292e+01 1.28030094e+01 1.55488127e-01    
       738 3.69927926e+00 3.75836467e+00 3.49108536e-03    
       739 1.05913554e+01 1.03946530e+01 3.86918402e-02    
       740 1.09227875e+01 1.11013066e+01 3.18690842e-02    
       741 1.11013592e+01 1.10641384e+01 1.38538498e-03    
       742 9.48824762e+00 9.47294476e+00 2.34177593e-04    
       743 4.12478151e+00 4.17582310e+00 2.60524369e-03    
       744 4.09448824e+00 4.11464441e+00 4.06271321e-04    
       745 5.19731242e+00 5.25011038e+00 2.78762438e-03    
       746 5.08855819e+00 5.00172347e+00 7.54026914e-03    
       747 9.22708916e+00 9.07513005e+00 2.30915700e-02    
       748 8.01376307e+00 7.99855063e+00 2.31418154e-04    
       749 6.09024265e+00 6.11314512e+00 5.24522966e-04    
       750 8.73563033e+00 8.75694601e+00 4.54358347e-04    
       751 3.51077927e+01 3.61341847e+01 1.05348054e+00    
       752 1.59505028e+01 1.59538283e+01 1.10591539e-05    
       753 1.33525858e+01 1.33610430e+01 7.15243034e-05    
       754 1.36429465e+01 1.35915215e+01 2.64452731e-03    
       755 2.07334599e+01 2.05258740e+01 4.30919342e-02    
       756 1.33841142e+01 1.32671417e+01 1.36825606e-02    
       757 1.62756968e+01 1.62801644e+01 1.99597393e-05    
       758 3.45550618e+01 3.44559658e+01 9.82001970e-03    
       759 8.05696672e+00 8.04651629e+00 1.09211398e-04    
       760 2.88008130e+01 2.88261099e+01 6.39935869e-04    
       761 2.19465984e+01 2.18610180e+01 7.32399961e-03    
       762 1.64641118e+01 1.64576552e+01 4.16873005e-05    
       763 1.83400619e+01 1.83480629e+01 6.40163601e-05    
       764 2.05539378e+01 2.06124139e+01 3.41945886e-03    
       765 3.10922242e+01 3.07354872e+01 1.27261258e-01    
       766 1.41462831e+01 1.41818100e+01 1.26216127e-03    
       767 1.93566496e+01 1.94572832e+01 1.01271266e-02    
       768 1.23032842e+01 1.23808899e+01 6.02264433e-03    
       769 9.17088320e+00 9.19792740e+00 7.31388766e-04    
       770 1.68873018e+01 1.69399160e+01 2.76825788e-03    
       771 1.54576689e+01 1.56795121e+01 4.92144067e-02    
       772 2.28920470e+01 2.29842376e+01 8.49909883e-03    
       773 8.61973943e+00 8.63414324e+00 2.07469694e-04    
       774 1.51239613e+01 1.58746611e+01 5.63550270e-01    
       775 1.92953441e+01 1.91016413e+01 3.75208028e-02    
       776 2.00685249e+01 2.07969766e+01 5.30641934e-01    
       777 1.29410121e+01 1.29121494e+01 8.33052954e-04    
       778 1.74109719e+01 1.72745754e+01 1.86040143e-02    
       779 8.95634988e+00 9.08065477e+00 1.54517045e-02    
       780 1.47518701e+01 1.48319548e+01 6.41355042e-03    
       781 2.32137649e+01 2.28272266e+01 1.49411894e-01    
       782 1.45355708e+01 1.45504209e+01 2.20524192e-04    
       783 3.27057875e+01 3.24657603e+01 5.76130322e-02    
       784 1.75406353e+01 1.73181444e+01 4.95022036e-02    
       785 2.72524751e+01 2.73006932e+01 2.32499215e-03    
       786 1.71167083e+01 1.70252693e+01 8.36108207e-03    
       787 2.83660875e+01 2.82876437e+01 6.15344007e-03    
       788 9.15282191e+00 9.20605909e+00 2.83419734e-03    
       789 2.27020469e+01 2.31844669e+01 2.32729070e-01    
       790 2.02634756e+01 2.00790191e+01 3.40242127e-02    
       791 9.70075414e+00 9.67663587e+00 5.81691214e-04    
       792 1.06295153e+01 1.07204912e+01 8.27661407e-03    
       793 2.07257285e+01 2.07970393e+01 5.08523437e-03    
       794 1.79394979e+01 1.82445809e+01 9.30756337e-02    
       795 2.61723244e+01 2.58134515e+01 1.28789759e-01    
       796 9.65770411e+00 9.66179379e+00 1.67255247e-05    
       797 1.24999345e+01 1.24671813e+01 1.07277206e-03    
       798 1.72012692e+01 1.72260898e+01 6.16064022e-04    
       799 1.86649655e+01 1.85354218e+01 1.67815648e-02    
       800 1.51098378e+01 1.55138479e+01 1.63224150e-01    
       801 1.07823537e+01 1.08790627e+01 9.35262301e-03    
       802 1.69196379e+01 1.70776742e+01 2.49754751e-02    
       803 2.35369758e+01 2.36175055e+01 6.48503750e-03    
       804 1.89270808e+01 1.87448094e+01 3.32228824e-02    
       805 2.20075264e+01 2.21234347e+01 1.34347438e-02    
       806 1.56509579e+01 1.55737095e+01 5.96730949e-03    
       807 1.83732708e+01 1.84735426e+01 1.00544357e-02    
       808 1.81157267e+01 1.77941374e+01 1.03419623e-01    
       809 1.41895416e+01 1.40909928e+01 9.71187149e-03    
       810 3.24821868e+01 3.25554896e+01 5.37330738e-03    
       811 2.24738696e+01 2.28324815e+01 1.28602494e-01    
       812 1.55443828e+01 1.57850135e+01 5.79031230e-02    
       813 1.92462998e+01 1.92447896e+01 2.28070161e-06    
       814 1.52985123e+01 1.52797505e+01 3.52005716e-04    
       815 6.11850047e+00 6.06873228e+00 2.47687267e-03    
       816 1.68039228e+01 1.68994275e+01 9.12113672e-03    
       817 1.15403658e+01 1.11421283e+01 1.58593108e-01    
       818 1.12049579e+01 1.13084977e+01 1.07204921e-02    
       819 1.32146967e+01 1.29955343e+01 4.80321637e-02    
       820 1.38950590e+01 1.39923894e+01 9.47321324e-03    
       821 2.73772429e+01 2.72871366e+01 8.11915105e-03    
       822 1.52923138e+01 1.52520802e+01 1.61874184e-03    
       823 1.53213620e+01 1.53297683e+01 7.06664351e-05    
       824 1.62801053e+01 1.62967610e+01 2.77412132e-04    
       825 6.77682719e+00 6.85928234e+00 6.79885314e-03    
       826 2.21816809e+01 2.22933206e+01 1.24634231e-02    
       827 9.22188886e+00 9.32205143e+00 1.00325410e-02    
       828 1.24633447e+01 1.24365375e+01 7.18626347e-04    
       829 2.23209580e+01 2.22518188e+01 4.78022282e-03    
       830 1.48193876e+01 1.49103433e+01 8.27293199e-03    
       831 2.18894341e+01 2.14579361e+01 1.86190512e-01    
       832 8.87722960e+00 9.07008395e+00 3.71928025e-02    
       833 1.38198570e+01 1.36228267e+01 3.88209470e-02    
       834 1.06162094e+01 1.04267165e+01 3.59075630e-02    
       835 1.21597300e+01 1.23947065e+01 5.52139602e-02    
       836 1.64050334e+01 1.62718314e+01 1.77427921e-02    
       837 1.05417243e+01 1.05432685e+01 2.38455276e-06    
       838 2.11595239e+01 2.07194469e+01 1.93667767e-01    
       839 1.65433448e+01 1.66399679e+01 9.33602918e-03    
       840 1.30717940e+01 1.30578442e+01 1.94598632e-04    
       841 1.65480704e+01 1.61167380e+01 1.86047666e-01    
       842 2.48042745e+01 2.48883092e+01 7.06181754e-03    
       843 1.00115831e+01 1.00276657e+01 2.58649193e-04    
       844 1.18991017e+01 1.18222219e+01 5.91050701e-03    
       845 1.12375924e+01 1.10209175e+01 4.69480171e-02    
       846 1.85921503e+01 1.87500031e+01 2.49175174e-02    
       847 1.40343141e+01 1.40128758e+01 4.59599731e-04    
       848 2.31203791e+01 2.33665629e+01 6.06064926e-02    
       849 1.50954966e+01 1.49060616e+01 3.58856285e-02    
       850 8.08944015e+00 8.11261373e+00 5.37015063e-04    
       851 1.81584571e+01 1.80731830e+01 7.27168038e-03    
       852 2.35127842e+01 2.34844942e+01 8.00323810e-04    
       853 9.79023317e+00 9.54919976e+00 5.80971017e-02    
       854 1.57084374e+01 1.58053606e+01 9.39410992e-03    
       855 1.47113572e+01 1.47518651e+01 1.64088360e-03    
       856 4.41542651e+01 4.48172236e+01 4.39513986e-01    
       857 1.49812857e+01 1.48318675e+01 2.23257965e-02    
       858 9.48248256e+00 9.51606012e+00 1.12745245e-03    
       859 1.16246573e+01 1.14240511e+01 4.02428610e-02    
       860 2.69161483e+01 2.67677393e+01 2.20252277e-02    
       861 1.36584387e+01 1.37045740e+01 2.12846938e-03    
       862 1.72103377e+01 1.71535129e+01 3.22905500e-03    
       863 1.08964316e+01 1.11032597e+01 4.27778686e-02    
       864 7.76296178e+00 7.64415172e+00 1.41158295e-02    
       865 2.16098569e+01 2.11454443e+01 2.15679009e-01    
       866 1.53231308e+01 1.52168773e+01 1.12898055e-02    
       867 1.48604418e+01 1.49459408e+01 7.31006737e-03    
       868 1.13322175e+01 1.16901070e+01 1.28084899e-01    
       869 1.87311063e+01 1.87622971e+01 9.72862166e-04    
       870 1.29466686e+01 1.27842183e+01 2.63900842e-02    
       871 1.51321904e+01 1.49406210e+01 3.66988648e-02    
       872 2.22981071e+01 2.22661577e+01 1.02075933e-03    
       873 1.41687374e+01 1.46235300e+01 2.06836246e-01    
       874 2.35554494e+01 2.29571711e+01 3.57936848e-01    
       875 1.24683867e+01 1.23583571e+01 1.21065199e-02    
       876 1.27628389e+01 1.27684065e+01 3.09981780e-05    
       877 2.39506989e+01 2.36189896e+01 1.10031033e-01    
       878 3.02669021e+01 3.01543126e+01 1.26763901e-02    
       879 1.34449747e+01 1.34236345e+01 4.55400768e-04    
       880 2.14954660e+01 2.11644746e+01 1.09555294e-01    
       881 1.12056174e+01 1.13167395e+01 1.23481152e-02    
       882 2.00912903e+01 2.05664240e+01 2.25751963e-01    
       883 9.78479278e+00 9.80434163e+00 3.82157224e-04    
       884 1.12120442e+01 1.11087612e+01 1.06673726e-02    
       885 2.51653540e+01 2.45475350e+01 3.81700271e-01    
       886 1.51220508e+01 1.51793847e+01 3.28717597e-03    
       887 9.38532370e+00 9.46356381e+00 6.12151446e-03    
       888 1.84109050e+01 1.83899031e+01 4.41083844e-04    
       889 3.80724786e+01 3.81779532e+01 1.11249017e-02    
       890 2.45316045e+01 2.46745561e+01 2.04351664e-02    
       891 1.37671877e+01 1.36521944e+01 1.32234600e-02    
       892 1.45402581e+01 1.46603971e+01 1.44333766e-02    
       893 2.10289769e+01 2.11578469e+01 1.66074916e-02    
       894 2.77649856e+01 2.76679001e+01 9.42559343e-03    
       895 7.01992448e+00 7.04783815e+00 7.79173092e-04    
       896 1.71868159e+01 1.71162745e+01 4.97607660e-03    
       897 1.25501071e+01 1.25931825e+01 1.85548829e-03    
       898 1.93097007e+01 1.95046938e+01 3.80223007e-02    
       899 1.36328901e+01 1.34013668e+01 5.36030561e-02    
       900 1.72644853e+01 1.72502485e+01 2.02685605e-04    
